english_name,slovak_name,atc_primary,atc_all
ciclopirox,,D01AE14,G01AX12
terbinafine,,D01AE15,D01BA02
amorolfine,,D01AE16,
dimazole,,D01AE17,
tolnaftate,,D01AE18,
tolciclate,,D01AE19,
flucytosine,,D01AE21,J02AX01
naftifine,,D01AE22,
butenafine,,D01AE23,
tavaborole,,D01AE24,
liranaftate,,D01AE25,
"undecylenic acid, combinations",,D01AE54,
fosravuconazole,,D01BA03,
"carbamide, combinations",,D02AE51,
aminobenzoic acid,,D02BA01,
octinoxate,,D02BA02,
afamelanotide,,D02BB02,
cadexomer iodine,,D03AX01,
dextranomer,,D03AX02,
hyaluronic acid,,D03AX05,M09AX01;R01AX09;S01KA01
crilanomer,,D03AX09,
enoxolone,,D03AX10,
sodium chlorite,,D03AX11,
trolamine,,D03AX12,
Betulae cortex,,D03AX13,
"Centella asiatica herba, incl. combinations",,D03AX14,
trafermin,,D03AX15,
beremagene geperpavec,,D03AX16,
collagenase,,D03BA02,
bromelains,,D03BA03,M09AB03
"collagenase, combinations",,D03BA52,
thonzylamine,,D04AA01,R01AC06;R06AC06
mepyramine,,D04AA02,R06AC01
thenalidine,,D04AA03,R06AX03
tripelennamine,,D04AA04,R06AC04
chloropyramine,,D04AA09,R06AC03
promethazine,,D04AA10,R06AD02
tolpropamine,,D04AA12,
dimetindene,,D04AA13,R06AB03
clemastine,,D04AA14,R06AA04
bamipine,,D04AA15,R06AX01
pheniramine,,D04AA16,R06AB05
isothipendyl,,D04AA22,R06AD09
diphenhydramine,,D04AA32,R06AA02
diphenhydramine methylbromide,,D04AA33,
chlorphenoxamine,,D04AA34,R06AA06
oxybuprocaine,,D04AB03,S01HA02
quinisocaine,,D04AB05,
doxepin,,D04AX01,N06AA12
dithranol,,D05AC01,
"dithranol, combinations",,D05AC51,
trioxysalen,,D05AD01,D05BA01
methoxsalen,,D05AD02,D05BA02
fumaric acid,,D05AX01,
calcipotriol,,D05AX02,
tacalcitol,,D05AX04,
tazarotene,,D05AX05,
roflumilast,,D05AX06,R03DX07
tapinarof,,D05AX07,
"calcipotriol, combinations",,D05AX52,
tazarotene and ulobetasol,,D05AX55,
bergapten,,D05BA03,
etretinate,,D05BB01,
acitretin,,D05BB02,
"fumaric acid derivatives, combinations",,D05BX51,
demeclocycline,,D06AA01,J01AA01
fusidic acid,,D06AX01,D09AA02;J01XC01;S01AA13
chloramphenicol,,D06AX02,D10AF03;G01AA05;J01BA01;S01AA01;S02AA01;S03AA08
bacitracin,,D06AX05,J01XX10;R02AB04;S01AA32
gentamicin,,D06AX07,J01GB03;S01AA11;S02AA14;S03AA06
tyrothricin,,D06AX08,R02AB02;S01AA05
mupirocin,,D06AX09,R01AX06
virginiamycin,,D06AX10,
amikacin,,D06AX12,J01GB06;S01AA21
retapamulin,,D06AX13,
ozenoxacin,,D06AX14,
silver sulfadiazine,,D06BA01,
sulfathiazole,,D06BA02,J01EB07
mafenide,,D06BA03,
sulfanilamide,,D06BA05,J01EB06
sulfamerazine,,D06BA06,J01ED07
"silver sulfadiazine, combinations",,D06BA51,
idoxuridine,,D06BB01,J05AB02;S01AD01
tromantadine,,D06BB02,J05AC03
aciclovir,,D06BB03,J05AB01;S01AD03
podophyllotoxin,,D06BB04,
inosine,,D06BB05,G01AX02;S01XA10
penciclovir,,D06BB06,J05AB13
lysozyme,,D06BB07,J05AX02
ibacitabine,,D06BB08,
edoxudine,,D06BB09,
imiquimod,,D06BB10,
docosanol,,D06BB11,
sinecatechins,,D06BB12,
"aciclovir, combinations",,D06BB53,
ingenol mebutate,,D06BX02,
tirbanibulin,,D06BX03,
methylprednisolone,,D07AA01,D10AA02;H02AB04
clobetasone,,D07AB01,S01BA09
hydrocortisone butyrate,,D07AB02,
flumetasone,,D07AB03,D07XB01
fluocortin,,D07AB04,
fluperolone,,D07AB05,
fluprednidene,,D07AB07,D07XB03
desonide,,D07AB08,S01BA11
alclometasone,,D07AB10,S01BA10
hydrocortisone buteprate,,D07AB11,
clocortolone,,D07AB21,
combinations of corticosteroids,,D07AB30,D07XB30
fluclorolone,,D07AC02,
desoximetasone,,D07AC03,D07XC02
diflucortolone,,D07AC06,D07XC04
fludroxycortide,,D07AC07,
diflorasone,,D07AC10,
amcinonide,,D07AC11,
halometasone,,D07AC12,
mometasone,,D07AC13,D07XC03;R01AD09;R03BA07
methylprednisolone aceponate,,D07AC14,
hydrocortisone aceponate,,D07AC16,
fluticasone,,D07AC17,R01AD08;R03BA05
prednicarbate,,D07AC18,
difluprednate,,D07AC19,S01BA16
ulobetasol,,D07AC21,
clobetasol,,D07AD01,
halcinonide,,D07AD02,
prednisolone and antiseptics,,D07BA01,
hydrocortisone and antiseptics,,D07BA04,
flumetasone and antiseptics,,D07BB01,
desonide and antiseptics,,D07BB02,
triamcinolone and antiseptics,,D07BB03,
hydrocortisone butyrate and antiseptics,,D07BB04,
betamethasone and antiseptics,,D07BC01,
fluocinolone acetonide and antiseptics,,D07BC02,
fluocortolone and antiseptics,,D07BC03,
diflucortolone and antiseptics,,D07BC04,
hydrocortisone and antibiotics,,D07CA01,
methylprednisolone and antibiotics,,D07CA02,
prednisolone and antibiotics,,D07CA03,
triamcinolone and antibiotics,,D07CB01,
fluprednidene and antibiotics,,D07CB02,
fluorometholone and antibiotics,,D07CB03,
dexamethasone and antibiotics,,D07CB04,
flumetasone and antibiotics,,D07CB05,
betamethasone and antibiotics,,D07CC01,
fluocinolone acetonide and antibiotics,,D07CC02,
fludroxycortide and antibiotics,,D07CC03,
beclometasone and antibiotics,,D07CC04,
fluocinonide and antibiotics,,D07CC05,
fluocortolone and antibiotics,,D07CC06,
clobetasol and antibiotics,,D07CD01,
aminoacridine,,D08AA02,
euflavine,,D08AA03,
dibrompropamidine,,D08AC01,S01AX14
propamidine,,D08AC03,S01AX15
hexamidine,,D08AC04,R01AX07;R02AA18;S01AX08;S03AA05
polihexanide,,D08AC05,S01AX24
"chlorhexidine, combinations",,D08AC52,
hexachlorophene,,D08AE01,
policresulen,,D08AE02,G01AX03
triclosan,,D08AE04,D09AA06
chloroxylenol,,D08AE05,
biphenylol,,D08AE06,
iodine/octylphenoxypolyglycolether,,D08AG01,
povidone-iodine,,D08AG02,D09AA09;D11AC06;G01AX11;R02AA15;S01AX18
iodine,,D08AG03,
diiodohydroxypropane,,D08AG04,
dequalinium,,D08AH01,G01AC05;R02AA02
chlorquinaldol,,D08AH02,G01AC03;P01AA04;R02AA11
clioquinol,,D08AH30,D09AA10;G01AC02;P01AA02;S02AA05
benzalkonium,,D08AJ01,D09AA11;R02AA16
cetrimonium,,D08AJ02,R02AA17
cetrimide,,D08AJ04,D11AC01
didecyldimethylammonium chloride,,D08AJ06,
benzethonium chloride,,D08AJ08,
decamethoxine,,D08AJ10,
"octenidine, combinations",,D08AJ57,G01AX66
"benzethonium chloride, combinations",,D08AJ58,
"dodeclonium bromide, combinations",,D08AJ59,
mercuric amidochloride,,D08AK01,
phenylmercuric borate,,D08AK02,
mercuric chloride,,D08AK03,
merbromin,,D08AK04,
"mercury, metallic",,D08AK05,
thiomersal,,D08AK06,
mercuric iodide,,D08AK30,
silver nitrate,,D08AL01,
silver,,D08AL30,
eosin,,D08AX02,
propanol,,D08AX03,
tosylchloramide sodium,,D08AX04,
isopropanol,,D08AX05,
potassium permanganate,,D08AX06,V03AB18
sodium hypochlorite,,D08AX07,
ethanol,,D08AX08,V03AB16;V03AZ01
"propanol, combinations",,D08AX53,
framycetin,,D09AA01,R01AX08;S01AA07
phenylmercuric nitrate,,D09AA04,
benzododecinium,,D09AA05,
aluminium chlorohydrate,,D09AA08,M05BX02
iodoform,,D09AA13,
zinc bandage without supplements,,D09AB01,
zinc bandage with supplements,,D09AB02,
bithionol,,D10AB01,P02BX01
sulfur,,D10AB02,
tioxolone,,D10AB03,
mesulfen,,D10AB05,P03AA03
tretinoin,,D10AD01,L01XF01
retinol,,D10AD02,R01AX02;S01XA02
adapalene,,D10AD03,
isotretinoin,,D10AD04,D10BA01
motretinide,,D10AD05,
trifarotene,,D10AD06,
"tretinoin, combinations",,D10AD51,
"adapalene, combinations",,D10AD53,
"isotretinoin, combinations",,D10AD54,
benzoyl peroxide,,D10AE01,
"benzoyl peroxide, combinations",,D10AE51,
clindamycin,,D10AF01,G01AA10;J01FF01
erythromycin,,D10AF02,J01FA01;S01AA17
meclocycline,,D10AF04,
nadifloxacin,,D10AF05,
sulfacetamide,,D10AF06,S01AB04
"clindamycin, combinations",,D10AF51,
"erythromycin, combinations",,D10AF52,
aluminium chloride,,D10AX01,
resorcinol,,D10AX02,S01AX06
azelaic acid,,D10AX03,
aluminium oxide,,D10AX04,
dapsone,,D10AX05,J04BA02
clascoterone,,D10AX06,
ichtasol,,D10BX01,
glycopyrronium,,D11AA01,
cadmium compounds,,D11AC02,
selenium compounds,,D11AC03,
sulfur compounds,,D11AC08,
xenysalate,,D11AC09,
others,,D11AC30,
tacrolimus,,D11AH01,L04AD02
pimecrolimus,,D11AH02,
alitretinoin,,D11AH04,L01XF02
dupilumab,,D11AH05,
crisaborole,,D11AH06,
tralokinumab,,D11AH07,
abrocitinib,,D11AH08,
ruxolitinib,,D11AH09,L01EJ01
lebrikizumab,,D11AH10,
delgocitinib,,D11AH11,
nemolizumab,,D11AH12,
gamolenic acid,,D11AX02,
lithium succinate,,D11AX04,
mequinol,,D11AX06,
tiratricol,,D11AX08,H03AA04
oxaceprol,,D11AX09,M01AX24
finasteride,,D11AX10,G04CB01
hydroquinone,,D11AX11,
pyrithione zinc,,D11AX12,
monobenzone,,D11AX13,
eflornithine,,D11AX16,L01XX79;P01CX03
diclofenac,,D11AX18,M01AB05;M02AA15;S01BC03
brimonidine,,D11AX21,S01EA05;S01GA07
ivermectin,,D11AX22,P02CF01
aminobenzoate potassium,,D11AX23,
deoxycholic acid,,D11AX24,
caffeine,,D11AX26,N06BC01
oxymetazoline,,D11AX27,R01AA05;R01AB07;S01GA04
"gamolenic acid, combinations",,D11AX52,
"collagen, combinations",,D11AX57,
candicidin,,G01AA04,
carfecillin,,G01AA08,
pentamycin,,G01AA11,
"nystatin, combinations",,G01AA51,
diiodohydroxyquinoline,,G01AC01,
lactic acid,,G01AD01,
acetic acid,,G01AD02,S02AA10
ascorbic acid,,G01AD03,S01XA15
sulfatolamide,,G01AE01,
combinations of sulfonamides,,G01AE10,
ornidazole,,G01AF06,J01XD03;P01AB03
azanidazole,,G01AF13,P01AB04
propenidazole,,G01AF14,P01AB05
butoconazole,,G01AF15,
combinations of imidazole derivatives,,G01AF20,
tinidazole,,G01AF21,J01XD02;P01AB02
"econazole, combinations",,G01AF55,
terconazole,,G01AG02,
clodantoin,,G01AX01,
nifuratel,,G01AX05,
furazolidone,,G01AX06,
protiofate,,G01AX13,
lactobacillus,,G01AX14,
copper usnate,,G01AX15,
dapivirine,,G01AX17,
methylergometrine,,G02AB01,
ergot alkaloids,,G02AB02,
ergometrine,,G02AB03,
methylergometrine and oxytocin,,G02AC01,
dinoprost,,G02AD01,
dinoprostone,,G02AD02,
gemeprost,,G02AD03,
carboprost,,G02AD04,
sulprostone,,G02AD05,
plastic IUD,,G02BA01,
plastic IUD with copper,,G02BA02,
plastic IUD with progestogen,,G02BA03,
vaginal ring with progestogen and estrogen,,G02BB01,
vaginal ring with progestogen,,G02BB02,
ritodrine,,G02CA01,
fenoterol,,G02CA03,R03AC04;R03CC04
bromocriptine,,G02CB01,N04BC01
lisuride,,G02CB02,N02CA07
cabergoline,,G02CB03,N04BC06
quinagolide,,G02CB04,
metergoline,,G02CB05,
terguride,,G02CB06,
naproxen,,G02CC02,M01AE02;M02AA12
flunoxaprofen,,G02CC04,M01AE15
atosiban,,G02CX01,
flibanserin,,G02CX02,
Agni casti fructus,,G02CX03,
Cimicifugae rhizoma,,G02CX04,
bremelanotide,,G02CX05,
fezolinetant,,G02CX06,
etynodiol and ethinylestradiol,,G03AA01,
quingestanol and ethinylestradiol,,G03AA02,
lynestrenol and ethinylestradiol,,G03AA03,G03AB02
megestrol and ethinylestradiol,,G03AA04,G03AB01
norethisterone and ethinylestradiol,,G03AA05,G03AB04
norgestrel and ethinylestradiol,,G03AA06,
levonorgestrel and ethinylestradiol,,G03AA07,G03AB03
medroxyprogesterone and ethinylestradiol,,G03AA08,
desogestrel and ethinylestradiol,,G03AA09,G03AB05
gestodene and ethinylestradiol,,G03AA10,G03AB06
norgestimate and ethinylestradiol,,G03AA11,G03AB09
drospirenone and ethinylestradiol,,G03AA12,
norelgestromin and ethinylestradiol,,G03AA13,
nomegestrol and estradiol,,G03AA14,
chlormadinone and ethinylestradiol,,G03AA15,G03AB07
dienogest and ethinylestradiol,,G03AA16,
medroxyprogesterone and estradiol,,G03AA17,
drospirenone and estetrol,,G03AA18,
dienogest and estradiol,,G03AB08,
norethisterone,,G03AC01,G03DC02
lynestrenol,,G03AC02,G03DC03
levonorgestrel,,G03AC03,G03AD01
quingestanol,,G03AC04,
megestrol,,G03AC05,G03DB02;L02AB01
medroxyprogesterone,,G03AC06,G03DA02;L02AB02
norgestrienone,,G03AC07,
etonogestrel,,G03AC08,
desogestrel,,G03AC09,
drospirenone,,G03AC10,
ulipristal,,G03AD02,G03XB02
fluoxymesterone,,G03BA01,
methyltestosterone,,G03BA02,G03EK01
testosterone,,G03BA03,
mesterolone,,G03BB01,
ethinylestradiol,,G03CA01,L02AA03
estradiol,,G03CA03,
estriol,,G03CA04,G03CC06
chlorotrianisene,,G03CA06,
estrone,,G03CA07,G03CC04
promestriene,,G03CA09,
"estradiol, combinations",,G03CA53,
conjugated estrogens,,G03CA57,
dienestrol,,G03CB01,G03CC02
diethylstilbestrol,,G03CB02,G03CC05;L02AA01
methallenestril,,G03CB03,G03CC03
moxestrol,,G03CB04,
conjugated estrogens and bazedoxifene,,G03CC07,
tibolone,,G03CX01,
gestonorone,,G03DA01,L02AB03
hydroxyprogesterone,,G03DA03,
progesterone,,G03DA04,
dydrogesterone,,G03DB01,
medrogestone,,G03DB03,
nomegestrol,,G03DB04,
demegestone,,G03DB05,
chlormadinone,,G03DB06,
promegestone,,G03DB07,
dienogest,,G03DB08,
allylestrenol,,G03DC01,
ethisterone,,G03DC04,
etynodiol,,G03DC06,
methylestrenolone,,G03DC31,
methyltestosterone and estrogen,,G03EA01,
testosterone and estrogen,,G03EA02,
prasterone and estrogen,,G03EA03,
norethisterone and estrogen,,G03FA01,G03FB05
hydroxyprogesterone and estrogen,,G03FA02,
ethisterone and estrogen,,G03FA03,
progesterone and estrogen,,G03FA04,
methylnortestosterone and estrogen,,G03FA05,
etynodiol and estrogen,,G03FA06,
lynestrenol and estrogen,,G03FA07,G03FB02
megestrol and estrogen,,G03FA08,G03FB04
noretynodrel and estrogen,,G03FA09,
norgestrel and estrogen,,G03FA10,G03FB01
levonorgestrel and estrogen,,G03FA11,G03FB09
medroxyprogesterone and estrogen,,G03FA12,G03FB06
norgestimate and estrogen,,G03FA13,
dydrogesterone and estrogen,,G03FA14,G03FB08
dienogest and estrogen,,G03FA15,
trimegestone and estrogen,,G03FA16,G03FB11
drospirenone and estrogen,,G03FA17,
chlormadinone and estrogen,,G03FB03,
medrogestone and estrogen,,G03FB07,
desogestrel and estrogen,,G03FB10,
nomegestrol and estrogen,,G03FB12,
chorionic gonadotrophin,,G03GA01,
human menopausal gonadotrophin,,G03GA02,
serum gonadotrophin,,G03GA03,
urofollitropin,,G03GA04,
follitropin alfa,,G03GA05,
follitropin beta,,G03GA06,
lutropin alfa,,G03GA07,
choriogonadotropin alfa,,G03GA08,
corifollitropin alfa,,G03GA09,
follitropin delta,,G03GA10,
cyclofenil,,G03GB01,
clomifene,,G03GB02,
epimestrol,,G03GB03,
cyproterone,,G03HA01,
cyproterone and estrogen,,G03HB01,
danazol,,G03XA01,
gestrinone,,G03XA02,
mifepristone,,G03XB01,
"mifepristone, combinations",,G03XB51,
raloxifene,,G03XC01,
bazedoxifene,,G03XC02,
lasofoxifene,,G03XC03,
ormeloxifene,,G03XC04,
ospemifene,,G03XC05,
emepronium,,G04BD01,
flavoxate,,G04BD02,
meladrazine,,G04BD03,
oxybutynin,,G04BD04,
terodiline,,G04BD05,
propiverine,,G04BD06,
tolterodine,,G04BD07,
solifenacin,,G04BD08,
trospium,,G04BD09,
darifenacin,,G04BD10,
fesoterodine,,G04BD11,
mirabegron,,G04BD12,
desfesoterodine,,G04BD13,
imidafenacin,,G04BD14,
vibegron,,G04BD15,
sildenafil,,G04BE03,
yohimbine,,G04BE04,
apomorphine,,G04BE07,N04BC07
tadalafil,,G04BE08,
vardenafil,,G04BE09,
avanafil,,G04BE10,
udenafil,,G04BE11,
"papaverine, combinations",,G04BE52,
acetohydroxamic acid,,G04BX03,
phenazopyridine,,G04BX06,
succinimide,,G04BX10,
phenyl salicylate,,G04BX12,
dimethyl sulfoxide,,G04BX13,M02AX03
dapoxetine,,G04BX14,
tiopronin,,G04BX16,
sodium salicylate and methenamine,,G04BX17,
alfuzosin,,G04CA01,
tamsulosin,,G04CA02,
terazosin,,G04CA03,
silodosin,,G04CA04,
alfuzosin and finasteride,,G04CA51,
tamsulosin and dutasteride,,G04CA52,
tamsulosin and solifenacin,,G04CA53,
tamsulosin and tadalafil,,G04CA54,
doxazosin and finasteride,,G04CA55,
dutasteride,,G04CB02,
finasteride and tadalafil,,G04CB51,
Prunus africanae cortex,,G04CX01,
Sabalis serrulatae fructus,,G04CX02,
fexapotide,,G04CX04,
corticotropin,,H01AA01,
tetracosactide,,H01AA02,
thyrotropin alfa,,H01AB01,
somatropin,,H01AC01,
somatrem,,H01AC02,
mecasermin,,H01AC03,
sermorelin,,H01AC04,V04CD03
mecasermin rinfabate,,H01AC05,
tesamorelin,,H01AC06,
somapacitan,,H01AC07,
somatrogon,,H01AC08,
lonapegsomatropin,,H01AC09,
pegvisomant,,H01AX01,
vasopressin (argipressin),,H01BA01,
desmopressin,,H01BA02,
lypressin,,H01BA03,
terlipressin,,H01BA04,
ornipressin,,H01BA05,
demoxytocin,,H01BB01,
oxytocin,,H01BB02,
carbetocin,,H01BB03,
gonadorelin,,H01CA01,V04CM01
nafarelin,,H01CA02,
somatostatin,,H01CB01,
octreotide,,H01CB02,
lanreotide,,H01CB03,
vapreotide,,H01CB04,
pasireotide,,H01CB05,
ganirelix,,H01CC01,
cetrorelix,,H01CC02,
elagolix,,H01CC03,
linzagolix,,H01CC04,
"elagolix, estradiol and norethisterone",,H01CC53,
"relugolix, estradiol and norethisterone",,H01CC54,
aldosterone,,H02AA01,
fludrocortisone,,H02AA02,
desoxycortone,,H02AA03,
paramethasone,,H02AB05,
cortisone,,H02AB10,S01BA03
prednylidene,,H02AB11,
rimexolone,,H02AB12,S01BA13
deflazacort,,H02AB13,
cloprednol,,H02AB14,
meprednisone,,H02AB15,
cortivazol,,H02AB17,
vamorolone,,H02AB18,
"methylprednisolone, combinations",,H02BX01,
trilostane,,H02CA01,
osilodrostat,,H02CA02,
levoketoconazole,,H02CA04,
levothyroxine sodium,,H03AA01,
liothyronine sodium,,H03AA02,
combinations of levothyroxine and liothyronine,,H03AA03,
thyroid gland preparations,,H03AA05,
levothyroxine sodium and iodine compounds,,H03AA51,
methylthiouracil,,H03BA01,
propylthiouracil,,H03BA02,
benzylthiouracil,,H03BA03,
carbimazole,,H03BB01,
thiamazole,,H03BB02,
"thiamazole, combinations",,H03BB52,
potassium perchlorate,,H03BC01,
diiodotyrosine,,H03BX01,
dibromotyrosine,,H03BX02,
glucagon,,H04AA01,
dasiglucagon,,H04AA02,
parathyroid gland extract,,H05AA01,
teriparatide,,H05AA02,
parathyroid hormone,,H05AA03,
abaloparatide,,H05AA04,
palopegteriparatide,,H05AA05,
calcitonin (salmon synthetic),,H05BA01,
calcitonin (pork natural),,H05BA02,
calcitonin (human synthetic),,H05BA03,
elcatonin,,H05BA04,
cinacalcet,,H05BX01,
paricalcitol,,H05BX02,
doxercalciferol,,H05BX03,
etelcalcetide,,H05BX04,
evocalcet,,H05BX06,
lymecycline,,J01AA04,
metacycline,,J01AA05,
rolitetracycline,,J01AA09,
penimepicycline,,J01AA10,
clomocycline,,J01AA11,
tigecycline,,J01AA12,
eravacycline,,J01AA13,
sarecycline,,J01AA14,
omadacycline,,J01AA15,
combinations of tetracyclines,,J01AA20,
"oxytetracycline, combinations",,J01AA56,
thiamphenicol,,J01BA02,
"thiamphenicol, combinations",,J01BA52,
ampicillin,,J01CA01,S01AA19
pivampicillin,,J01CA02,
carbenicillin,,J01CA03,
amoxicillin,,J01CA04,
carindacillin,,J01CA05,
bacampicillin,,J01CA06,
epicillin,,J01CA07,
pivmecillinam,,J01CA08,
azlocillin,,J01CA09,
mezlocillin,,J01CA10,
mecillinam,,J01CA11,
piperacillin,,J01CA12,
ticarcillin,,J01CA13,
metampicillin,,J01CA14,
talampicillin,,J01CA15,
sulbenicillin,,J01CA16,
temocillin,,J01CA17,
hetacillin,,J01CA18,
aspoxicillin,,J01CA19,
"ampicillin, combinations",,J01CA51,
benzylpenicillin,,J01CE01,S01AA14
phenoxymethylpenicillin,,J01CE02,
propicillin,,J01CE03,
azidocillin,,J01CE04,
pheneticillin,,J01CE05,
penamecillin,,J01CE06,
clometocillin,,J01CE07,
benzathine benzylpenicillin,,J01CE08,
procaine benzylpenicillin,,J01CE09,
benzathine phenoxymethylpenicillin,,J01CE10,
dicloxacillin,,J01CF01,
cloxacillin,,J01CF02,
meticillin,,J01CF03,
oxacillin,,J01CF04,
flucloxacillin,,J01CF05,
nafcillin,,J01CF06,
sulbactam,,J01CG01,
tazobactam,,J01CG02,
ampicillin and beta-lactamase inhibitor,,J01CR01,
amoxicillin and beta-lactamase inhibitor,,J01CR02,
ticarcillin and beta-lactamase inhibitor,,J01CR03,
sultamicillin,,J01CR04,
piperacillin and beta-lactamase inhibitor,,J01CR05,
combinations of penicillins,,J01CR50,
cefalexin,,J01DB01,
cefaloridine,,J01DB02,
cefalotin,,J01DB03,
cefazolin,,J01DB04,
cefadroxil,,J01DB05,
cefazedone,,J01DB06,
cefatrizine,,J01DB07,
cefapirin,,J01DB08,
cefradine,,J01DB09,
cefacetrile,,J01DB10,
cefroxadine,,J01DB11,
ceftezole,,J01DB12,
cefoxitin,,J01DC01,
cefuroxime,,J01DC02,S01AA27
cefamandole,,J01DC03,
cefaclor,,J01DC04,
cefotetan,,J01DC05,
cefonicid,,J01DC06,
cefotiam,,J01DC07,
loracarbef,,J01DC08,
cefmetazole,,J01DC09,
cefprozil,,J01DC10,
ceforanide,,J01DC11,
cefminox,,J01DC12,
cefbuperazone,,J01DC13,
flomoxef,,J01DC14,
cefuroxime and beta-lactamase inhibitor,,J01DC52,
cefotaxime,,J01DD01,
ceftazidime,,J01DD02,
cefsulodin,,J01DD03,
ceftriaxone,,J01DD04,
cefmenoxime,,J01DD05,S01AA31;S02AA18
latamoxef,,J01DD06,
ceftizoxime,,J01DD07,
cefixime,,J01DD08,
cefodizime,,J01DD09,
cefetamet,,J01DD10,
cefpiramide,,J01DD11,
cefoperazone,,J01DD12,
cefpodoxime,,J01DD13,
ceftibuten,,J01DD14,
cefdinir,,J01DD15,
cefditoren,,J01DD16,
cefcapene,,J01DD17,
cefteram,,J01DD18,
cefotaxime and beta-lactamase inhibitor,,J01DD51,
ceftazidime and beta-lactamase inhibitor,,J01DD52,
"ceftriaxone, combinations",,J01DD54,
cefixime and beta-lactamase inhibitor,,J01DD58,
cefoperazone and beta-lactamase inhibitor,,J01DD62,
ceftriaxone and beta-lactamase inhibitor,,J01DD63,
cefpodoxime and beta-lactamase inhibitor,,J01DD64,
cefepime,,J01DE01,
cefpirome,,J01DE02,
cefozopran,,J01DE03,
cefepime and beta-lactamase inhibitor,,J01DE51,
aztreonam,,J01DF01,
carumonam,,J01DF02,
meropenem,,J01DH02,
ertapenem,,J01DH03,
doripenem,,J01DH04,
biapenem,,J01DH05,
tebipenem pivoxil,,J01DH06,
imipenem and cilastatin,,J01DH51,
meropenem and vaborbactam,,J01DH52,
panipenem and betamipron,,J01DH55,
"imipenem, cilastatin and relebactam",,J01DH56,
ceftobiprole medocaril,,J01DI01,
ceftaroline fosamil,,J01DI02,
faropenem,,J01DI03,
cefiderocol,,J01DI04,
ceftolozane and beta-lactamase inhibitor,,J01DI54,
trimethoprim,,J01EA01,
brodimoprim,,J01EA02,
iclaprim,,J01EA03,
sulfaisodimidine,,J01EB01,
sulfadimidine,,J01EB03,
sulfapyridine,,J01EB04,
sulfafurazole,,J01EB05,S01AB02
sulfathiourea,,J01EB08,
sulfamethoxazole,,J01EC01,
sulfadiazine,,J01EC02,
sulfamoxole,,J01EC03,
sulfadimethoxine,,J01ED01,
sulfalene,,J01ED02,
sulfametomidine,,J01ED03,
sulfametoxydiazine,,J01ED04,
sulfamethoxypyridazine,,J01ED05,
sulfaperin,,J01ED06,
sulfaphenazole,,J01ED08,
sulfamazone,,J01ED09,
sulfamethoxazole and trimethoprim,,J01EE01,
sulfadiazine and trimethoprim,,J01EE02,
sulfametrole and trimethoprim,,J01EE03,
sulfamoxole and trimethoprim,,J01EE04,
sulfadimidine and trimethoprim,,J01EE05,
sulfadiazine and tetroxoprim,,J01EE06,
sulfamerazine and trimethoprim,,J01EE07,
spiramycin,,J01FA02,
midecamycin,,J01FA03,
oleandomycin,,J01FA05,
roxithromycin,,J01FA06,
josamycin,,J01FA07,
troleandomycin,,J01FA08,
clarithromycin,,J01FA09,
azithromycin,,J01FA10,S01AA26
miocamycin,,J01FA11,
rokitamycin,,J01FA12,
dirithromycin,,J01FA13,
flurithromycin,,J01FA14,
telithromycin,,J01FA15,
solithromycin,,J01FA16,
lincomycin,,J01FF02,
pristinamycin,,J01FG01,
quinupristin/dalfopristin,,J01FG02,
streptoduocin,,J01GA02,
tobramycin,,J01GB01,S01AA12
netilmicin,,J01GB07,S01AA23
sisomicin,,J01GB08,
dibekacin,,J01GB09,S01AA29
ribostamycin,,J01GB10,
isepamicin,,J01GB11,
arbekacin,,J01GB12,
bekanamycin,,J01GB13,
plazomicin,,J01GB14,
ofloxacin,,J01MA01,S01AE01;S02AA16
ciprofloxacin,,J01MA02,S01AE03;S02AA15;S03AA07
pefloxacin,,J01MA03,
enoxacin,,J01MA04,
temafloxacin,,J01MA05,
norfloxacin,,J01MA06,S01AE02
lomefloxacin,,J01MA07,S01AE04
fleroxacin,,J01MA08,
sparfloxacin,,J01MA09,
rufloxacin,,J01MA10,
grepafloxacin,,J01MA11,
levofloxacin,,J01MA12,S01AE05
trovafloxacin,,J01MA13,
moxifloxacin,,J01MA14,S01AE07
gemifloxacin,,J01MA15,
gatifloxacin,,J01MA16,S01AE06
prulifloxacin,,J01MA17,
pazufloxacin,,J01MA18,
garenoxacin,,J01MA19,
sitafloxacin,,J01MA21,
tosufloxacin,,J01MA22,S01AE09
delafloxacin,,J01MA23,
levonadifloxacin,,J01MA24,
lascufloxacin,,J01MA25,
rosoxacin,,J01MB01,
nalidixic acid,,J01MB02,
piromidic acid,,J01MB03,
pipemidic acid,,J01MB04,
oxolinic acid,,J01MB05,
cinoxacin,,J01MB06,
flumequine,,J01MB07,
nemonoxacin,,J01MB08,
"penicillins, combinations with other antibacterials",,J01RA01,
"sulfonamides, combinations with other antibacterials (excl. trimethoprim)",,J01RA02,
cefuroxime and metronidazole,,J01RA03,
spiramycin and metronidazole,,J01RA04,
levofloxacin and ornidazole,,J01RA05,
cefepime and amikacin,,J01RA06,
"azithromycin, fluconazole and secnidazole",,J01RA07,
tetracycline and oleandomycin,,J01RA08,
ofloxacin and ornidazole,,J01RA09,
ciprofloxacin and metronidazole,,J01RA10,
ciprofloxacin and tinidazole,,J01RA11,
ciprofloxacin and ornidazole,,J01RA12,
norfloxacin and tinidazole,,J01RA13,
