section_id,section_name,group_id,group_name,field_id,field_label,field_type,options,description
psych_21,Open-ended Clinical Interview Prompts,open_cognition,Cognition - Additional Questions,psych_open_cog_others_comment,Have others commented on changes in your thinking?,textarea,,

psych_21,Open-ended Clinical Interview Prompts,open_motivation,Motivation and Behaviour - Additional Questions,psych_open_motivation_start_tasks,How motivated do you feel to start tasks?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_motivation,Motivation and Behaviour - Additional Questions,psych_open_motivation_finish_tasks,Do you finish what you start?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_motivation,Motivation and Behaviour - Additional Questions,psych_open_motivation_withdrawing,Have you been withdrawing from people?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_motivation,Motivation and Behaviour - Additional Questions,psych_open_motivation_routines,Have your habits or routines changed?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_motivation,Motivation and Behaviour - Additional Questions,psych_open_motivation_impulses,Do you feel in control of your impulses?,textarea,,

psych_21,Open-ended Clinical Interview Prompts,open_insight,Insight and Judgment - Additional Questions,psych_open_insight_why_now,Why do you think this is happening now?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_insight,Insight and Judgment - Additional Questions,psych_open_insight_need_treatment,Do you believe you need treatment?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_insight,Insight and Judgment - Additional Questions,psych_open_insight_others_view,How do you think others see your situation?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_insight,Insight and Judgment - Additional Questions,psych_open_insight_advice,If you were advising someone else in your position what would you suggest?,textarea,,

psych_21,Open-ended Clinical Interview Prompts,open_pph,Past Psychiatric History - Additional Questions,psych_open_pph_diff_episode,How was that episode different from this one?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_pph,Past Psychiatric History - Additional Questions,psych_open_pph_what_helped,What treatments helped you in the past?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_pph,Past Psychiatric History - Additional Questions,psych_open_pph_stop_meds,Have you ever stopped medication on your own?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_pph,Past Psychiatric History - Additional Questions,psych_open_pph_involuntary,Have you ever required hospitalisation against your will?,textarea,,

psych_21,Open-ended Clinical Interview Prompts,open_substance,Substance Use - Additional Questions,psych_open_substance_frequency,How often do you use these substances?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_substance,Substance Use - Additional Questions,psych_open_substance_cut_down,Have you tried to cut down?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_substance,Substance Use - Additional Questions,psych_open_substance_cope,Do you ever use substances to cope with emotions?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_substance,Substance Use - Additional Questions,psych_open_substance_withdrawal,Have you experienced withdrawal symptoms?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_substance,Substance Use - Additional Questions,psych_open_substance_problems,Have substances caused problems in your life?,textarea,,

psych_21,Open-ended Clinical Interview Prompts,open_medical,Medical or Organic Screening - Additional Questions,psych_open_medical_infection,Have you had recent infections or fevers?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_medical,Medical or Organic Screening - Additional Questions,psych_open_medical_head_injury,Any recent head injuries?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_medical,Medical or Organic Screening - Additional Questions,psych_open_medical_meds_change,Have your medications changed recently?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_medical,Medical or Organic Screening - Additional Questions,psych_open_medical_seizures,Any history of seizures?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_medical,Medical or Organic Screening - Additional Questions,psych_open_medical_thyroid_test,Has your thyroid ever been tested?,textarea,,

psych_21,Open-ended Clinical Interview Prompts,open_family,Family History - Additional Questions,psych_open_family_handling,How did your family handle emotional problems?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_family,Family History - Additional Questions,psych_open_family_hospitalized,Has anyone in your family been hospitalised for psychiatric reasons?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_family,Family History - Additional Questions,psych_open_family_suicide_attempts,Any history of suicide attempts in the family?,textarea,,

psych_21,Open-ended Clinical Interview Prompts,open_social,Social History - Additional Questions,psych_open_social_live_with,Who do you live with?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_social,Social History - Additional Questions,psych_open_social_support,Who do you turn to for support?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_social,Social History - Additional Questions,psych_open_social_work_school,How is work or school going?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_social,Social History - Additional Questions,psych_open_social_life_changes,Have there been recent major life changes?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_social,Social History - Additional Questions,psych_open_social_safe_home,How safe do you feel at home?,textarea,,

psych_21,Open-ended Clinical Interview Prompts,open_probe,Status Praesens Psychicus - Optional Probing Prompts,psych_open_probe_more,Would you mind telling me more about that?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_probe,Status Praesens Psychicus - Optional Probing Prompts,psych_open_probe_clarify,Can you clarify what you mean?,textarea,,
psych_21,Open-ended Clinical Interview Prompts,open_probe,Status Praesens Psychicus - Optional Probing Prompts,psych_open_probe_understand,Help me understand how that feels.,textarea,,
